"INCIDENT_NUMBER","DATE_REPORTED","DATE_OCCURED","UOR_DESC","CRIME_TYPE","NIBRS_CODE","UCR_HIERARCHY","ATT_COMP","LMPD_DIVISION","LMPD_BEAT","PREMISE_TYPE","BLOCK_ADDRESS","CITY","ZIP_CODE","ID"
"80-17-014240","2017-02-19 02:42:35","2017-02-13 18:00:00","TBUT OR DISP FROM BUILDING < $500","THEFT/LARCENY","23D","PART I","COMPLETED","2ND DIVISION","234","RESIDENCE / HOME","3200 BLOCK YOUNG AVE                                        ","LOUISVILLE","40211","1201041"
"80-17-014239","2017-02-18 13:00:00","2017-02-18 12:50:00","TERRORISTIC THREATENING 3RD DEGREE","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","223","CONVENIENCE STORE","1200 BLOCK DIXIE HWY                                        ","LOUISVILLE","40210","1201042"
"80-17-014310","2017-02-18 17:07:00","2017-02-18 00:00:00","UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","8TH DIVISION","824","RESIDENCE / HOME","300 BLOCK ROSEWOOD DR                                       ","BLUE_RIDGE_MANOR","40223","1201043"
"80-17-014319","2017-02-18 18:14:00","2017-02-18 18:00:00","ASSAULT - 4TH DEGREE (MINOR INJURY)","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","111","CONVENIENCE STORE","N 22ND ST / BANK ST                                         ","LOUISVILLE","40203","1201044"
"80-17-014318","2017-02-18 18:27:00","2017-02-18 17:55:00","TBUT OR DISP ALL OTHERS <  $500","THEFT/LARCENY","23H","PART I","COMPLETED","6TH DIVISION","625","SPECIALTY STORE (TV, FUR, ETC)","3900 BLOCK TAYLORSVILLE RD                                  ","LOUISVILLE","40220","1201045"
"80-17-014321","2017-02-18 17:06:00","2017-02-18 17:06:00","SUICIDE","OTHER","999","PART II","COMPLETED","8TH DIVISION","811","OTHER RESIDENCE (APARTMENT/CONDO)","4900 BLOCK HEATHMOORE CT                                    ","LOUISVILLE","40241","1201046"
"80-17-014333","2017-02-19 14:46:49","2017-02-19 08:38:49","CRIMINAL MISCHIEF-3RD DEGREE","VANDALISM","290","PART II","COMPLETED","6TH DIVISION","611","RESIDENCE / HOME","4000 BLOCK FRANKLIN AVE                                     ","LOUISVILLE","40213","1201047"
"80-17-012861","2017-02-13 22:01:00","2017-02-13 22:01:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","6TH DIVISION","624","RESIDENCE / HOME","8600 BLOCK AMBROSSE LN                                      ","LOUISVILLE","40299","1201048"
"80-17-014363","2017-02-18 21:11:00","2017-02-18 20:40:00","TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000","THEFT/LARCENY","23C","PART I","COMPLETED","8TH DIVISION","824","DEPARTMENT / DISCOUNT STORE","13400 BLOCK SHELBYVILLE RD                                  ","MIDDLETOWN","40223","1201049"
"80-17-014371","2017-02-18 21:45:00","2017-02-18 21:15:00","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","7TH DIVISION","735","PARKING LOT / GARAGE","4800 BLOCK OUTER LOOP                                       ","LOUISVILLE","40219","1201050"
"80-17-014384","2017-02-18 20:59:00","2017-02-18 20:55:00","UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","3600 BLOCK WOODRUFF AVE                                     ","LOUISVILLE","40215","1201051"
"80-17-006992","2017-01-21 01:34:00","2017-01-21 01:34:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","4TH DIVISION","436","SERVICE / GAS STATION","4500 BLOCK S 3RD ST                                         ","LOUISVILLE","40214","1201052"
"80-17-014376","2017-02-18 21:27:00","2017-02-18 19:00:00","ASSAULT - 4TH DEGREE (MINOR INJURY)","ASSAULT","13B","PART II","COMPLETED","5TH DIVISION","514","AIR / BUS / TRAIN TERMINAL","2800 BLOCK TAYLORSVILLE RD                                  ","LOUISVILLE","40205","1201053"
"80-17-014408","2017-02-19 02:48:00","2017-02-19 00:30:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","4TH DIVISION","411","PARKING LOT / GARAGE","S 6TH ST / W BRECKINRIDGE ST                                ","LOUISVILLE","40203","1201054"
"80-17-014407","2017-02-19 03:00:00","2017-02-19 00:30:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","4TH DIVISION","411","BAR / NIGHT CLUB","S 6TH ST / W BRECKINRIDGE ST                                ","LOUISVILLE","40203","1201055"
"80-17-014432","2017-02-19 04:23:00","2017-02-19 04:15:00","CRIMINAL MISCHIEF - 1ST DEGREE","VANDALISM","290","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","2700 BLOCK RODMAN ST                                        ","LOUISVILLE","40208","1201056"
"80-17-014423","2017-02-19 07:36:50","2017-02-19 04:48:50","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","800 BLOCK S 6TH ST                                          ","LOUISVILLE","40203","1201057"
"80-17-014364","2017-02-18 20:58:00","2017-02-17 12:30:00","TBUT OR DISP FROM BUILDING < $500","THEFT/LARCENY","23D","PART I","COMPLETED","4TH DIVISION","412","RESIDENCE / HOME","900 BLOCK S SHELBY ST                                       ","LOUISVILLE","40203","1201058"
"80-17-014248","2017-02-19 04:30:02","2017-01-29 23:59:00","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","7TH DIVISION","735","RESIDENCE / HOME","5400 BLOCK MONACO DR                                        ","LOUISVILLE","40219","1201059"
"80-17-014441","2017-02-19 16:10:52","2017-02-18 19:00:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","ATTEMPTED","1ST DIVISION","135","DRUG STORE/DR`S OFFICE/HOSPITAL","500 BLOCK S JACKSON ST                                      ","LOUISVILLE","40202","1201060"
"80-17-014452","2017-02-19 08:46:00","2017-02-18 22:00:00","BURGLARY - 3RD DEGREE","BURGLARY","220","PART I","COMPLETED","4TH DIVISION","423","SERVICE / GAS STATION","3300 BLOCK 7TH STREET RD                                    ","LOUISVILLE","40216","1201061"
"80-17-014462","2017-02-19 08:58:00","2017-02-18 22:00:00","CRIMINAL MISCHIEF-2ND DEGREE","VANDALISM","290","PART II","COMPLETED","7TH DIVISION","723","CHURCH / SYNAGOGUE / TEMPLE","7000 BLOCK S WATTERSON TRL                                  ","LOUISVILLE","40291","1201062"
"80-17-014463","2017-02-19 22:00:22","2017-02-18 17:30:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","ATTEMPTED","7TH DIVISION","723","RESIDENCE / HOME","6600 BLOCK FERNBUSH DR                                      ","LOUISVILLE","40228","1201063"
"80-17-014472","2017-02-19 23:18:52","2017-02-02 14:00:00","TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000","THEFT/LARCENY","23C","PART I","COMPLETED","7TH DIVISION","735","DEPARTMENT / DISCOUNT STORE","4800 BLOCK OUTER LOOP                                       ","LOUISVILLE","40219","1201064"
"80-17-014475","2017-02-20 00:06:41","2017-02-18 17:00:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","ATTEMPTED","4TH DIVISION","412","RESIDENCE / HOME","600 BLOCK RAWLINGS ST                                       ","LOUISVILLE","40217","1201065"
"80-17-014487","2017-02-20 01:50:01","2017-02-18 21:30:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","2ND DIVISION","225","RESIDENCE / HOME","1400 BLOCK S 8TH ST                                         ","LOUISVILLE","40208","1201066"
"80-17-014461","2017-02-19 10:04:00","2017-02-19 02:23:00","BURGLARY - 3RD DEGREE","BURGLARY","220","PART I","COMPLETED","8TH DIVISION","824","RESTAURANT","12900 BLOCK SHELBYVILLE RD                                  ","MIDDLETOWN","40243","1201067"
"80-17-014495","2017-02-19 13:10:00","2017-02-19 11:00:00","ASSAULT - 4TH DEGREE (MINOR INJURY)","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","435","CONVENIENCE STORE","4400 BLOCK TAYLOR BLVD                                      ","LOUISVILLE","40215","1201068"
"80-17-014497","2017-02-19 13:17:00","2017-02-18 13:00:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","6TH DIVISION","613","RESIDENCE / HOME","5000 BLOCK YEW LN                                           ","LOUISVILLE","40213","1201069"
"80-17-014270","2017-02-18 15:28:00","2017-02-18 15:28:00","CRIMINAL MISCHIEF-3RD DEGREE","VANDALISM","290","PART II","COMPLETED","7TH DIVISION","736","RESTAURANT","6500 BLOCK PARAMOUNT PARK DR                                ","LOUISVILLE","40213","1201070"
"80-17-014486","2017-02-19 14:45:00","2017-02-19 10:00:00","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","7TH DIVISION","736","RESIDENCE / HOME","7900 BLOCK PICKWICK LN                                      ","LOUISVILLE","40219","1201071"
"80-17-013096","2017-02-08 19:12:00","2017-02-08 19:12:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","2ND DIVISION","223","RESIDENCE / HOME","800 BLOCK S 22ND ST                                         ","LOUISVILLE","40211","1201072"
"80-17-014503","2017-02-19 13:36:00","2017-02-19 13:00:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","1ST DIVISION","112","SERVICE / GAS STATION","1700 BLOCK W BROADWAY                                       ","LOUISVILLE","40203","1201073"
"80-17-014518","2017-02-19 15:16:00","2017-02-19 15:16:00","TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000","THEFT/LARCENY","23C","PART I","COMPLETED","7TH DIVISION","735","SPECIALTY STORE (TV, FUR, ETC)","4800 BLOCK OUTER LOOP                                       ","LOUISVILLE","40219","1201074"
"80-17-012792","2017-02-13 15:50:00","2017-02-13 15:50:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","6TH DIVISION","612","OTHER RESIDENCE (APARTMENT/CONDO)","4900 BLOCK QUAIL CT                                         ","LOUISVILLE","40213","1201075"
"80-17-014238","2017-02-18 12:12:00","2017-02-18 12:12:00","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","2ND DIVISION","234","RESIDENCE / HOME","3200 BLOCK DUVALLE DR                                       ","LOUISVILLE","40211","1201076"
"80-17-014484","2017-02-19 12:29:00","2017-02-18 15:30:00","CRIMINAL MISCHIEF - 1ST DEGREE","VANDALISM","290","PART II","COMPLETED","6TH DIVISION","613","RESIDENCE / HOME","5200 BLOCK ILEX AVE                                         ","LOUISVILLE","40213","1201077"
"80-17-014529","2017-02-19 15:42:00","2017-02-11 17:40:00","INDECENT EXPOSURE - 1ST DEGREE - 1ST OFFENSE","OTHER","90Z","PART II","COMPLETED","1ST DIVISION","123","PARKING LOT / GARAGE","500 BLOCK S 2ND ST                                          ","LOUISVILLE","40202","1201078"
"80-17-014443","2017-02-19 07:43:00","2017-02-19 06:00:00","ASSAULT - 4TH DEGREE (MINOR INJURY)","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","436","RESIDENCE / HOME","4600 BLOCK CLIFF AVE                                        ","LOUISVILLE","40215","1201079"
"80-17-014519","2017-02-20 07:14:09","2017-01-05 08:36:00","TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000","THEFT/LARCENY","23C","PART I","COMPLETED","8TH DIVISION","824","DEPARTMENT / DISCOUNT STORE","12900 BLOCK SHELBYVILLE RD                                  ","LOUISVILLE","40243","1201080"
"80-17-014494","2017-02-19 12:54:00","2017-02-19 12:54:00","SUICIDE","OTHER","999","PART II","COMPLETED","3RD DIVISION","323","FIELD / WOODS","2400 BLOCK LAMBORNE BLVD                                    ","LOUISVILLE","40272","1201081"
"80-17-014545","2017-02-19 17:50:00","2017-02-19 17:30:00","TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000","THEFT/LARCENY","23C","PART I","COMPLETED","8TH DIVISION","811","GROCERY / SUPERMARKET","5000 BLOCK NORTON HEALTHCARE BLVD                           ","LOUISVILLE","40241","1201082"
"80-17-014561","2017-02-20 15:56:54","2017-02-18 09:29:00","HARASSING COMMUNICATIONS","OTHER","90Z","PART II","COMPLETED","METRO LOUISVILLE","SHV","RESIDENCE / HOME","1700 BLOCK SAN JOSE AVE                                     ","SHIVELY","40216","1201083"
"80-17-014044","2017-02-18 13:30:45","2017-02-18 12:45:45","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","1ST DIVISION","123","PARKING LOT / GARAGE","400 BLOCK S 5TH ST                                          ","LOUISVILLE","40202","1201084"
"80-17-014602","2017-02-19 22:56:00","2017-02-19 22:45:00","ASSAULT - 2ND DEGREE","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","3300 BLOCK LESTER AVE                                       ","LOUISVILLE","40215","1201085"
"80-17-014559","2017-02-19 19:38:00","2017-02-19 19:00:00","TBUT OR DISP FROM BUILDING < $500","THEFT/LARCENY","23D","PART I","COMPLETED","4TH DIVISION","411","CONVENIENCE STORE","S 4TH ST / W OAK ST                                         ","LOUISVILLE","40203","1201086"
"80-17-014373","2017-02-18 21:26:00","2017-02-18 21:26:00","CRIMINAL MISCHIEF-3RD DEGREE","VANDALISM","290","PART II","COMPLETED","3RD DIVISION","316","RESIDENCE / HOME","13000 BLOCK MILLS EDGE CT                                   ","LOUISVILLE","40272","1201087"
"80-17-014415","2017-02-19 03:12:00","2017-02-19 02:50:00","ASSAULT - 4TH DEGREE (MINOR INJURY)","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","334","RESIDENCE / HOME","4700 BLOCK ANDALUSIA LN                                     ","LOUISVILLE","40272","1201088"
"80-17-014588","2017-02-19 21:51:00","2017-02-19 19:00:00","TBUT OR DISP CONTENT FROM VEH $10,000 OR > BUT < $1,000,000","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","3RD DIVISION","334","RESIDENCE / HOME","4900 BLOCK LIBBY LN                                         ","LOUISVILLE","40272","1201089"
"80-17-010752","2017-02-06 16:06:00","2017-02-06 16:06:00","SEE ACCIDENT MODULE","OTHER","999","","COMPLETED","7TH DIVISION","711","PARKING LOT / GARAGE","6900 BLOCK BARDSTOWN RD                                     ","LOUISVILLE","40291","1201090"
"80-17-013549","2017-02-16 10:45:00","2017-02-16 10:45:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","225","RESIDENCE / HOME","2100 BLOCK W GAULBERT AVE                                   ","LOUISVILLE","40210","1201091"
"80-17-014636","2017-02-20 15:42:03","2017-02-16 11:00:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","3RD DIVISION","331","OTHER RESIDENCE (APARTMENT/CONDO)","3300 BLOCK RENWOOD BLVD                                     ","LOUISVILLE","40214","1201092"
"80-17-013540","2017-02-16 10:00:00","2017-02-16 10:00:00","TERRORISTIC THREATENING 1ST DEGREE","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","331","RESIDENCE / HOME","1600 BLOCK CLOVER ST                                        ","LOUISVILLE","40216","1201093"
"80-17-014641","2017-02-20 16:18:37","2017-02-19 15:00:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","ATTEMPTED","7TH DIVISION","735","PARKING LOT / GARAGE","1200 BLOCK HUNTINGTON LN                                    ","LOUISVILLE","40219","1201094"
"80-17-014643","2017-02-20 16:28:34","2017-02-09 13:30:00","TBUT OR DISP ALL OTHERS <  $500","THEFT/LARCENY","23H","PART I","COMPLETED","5TH DIVISION","512","RESIDENCE / HOME","1000 BLOCK EVERETT AVE                                      ","LOUISVILLE","40204","1201095"
"80-17-013417","2017-02-15 18:21:00","2017-02-15 17:15:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","225","RESIDENCE / HOME","2300 BLOCK BOLLING AVE                                      ","LOUISVILLE","40210","1201096"
"80-17-013673","2017-02-16 16:59:00","2017-02-16 16:59:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","5TH DIVISION","514","HIGHWAY / ROAD / ALLEY","I264E AT TAYLORSVILLE RD                                    ","LOUISVILLE","40220","1201097"
"80-17-012585","2017-02-13 00:56:00","2017-02-13 00:56:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 22ND ST / W BROADWAY                                      ","LOUISVILLE","40211","1201098"
"80-17-013867","2017-02-17 11:32:00","2017-02-17 11:32:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","3RD DIVISION","315","HIGHWAY / ROAD / ALLEY","10000 BLOCK DIXIE HWY                                       ","LOUISVILLE","40272","1201099"
"80-17-012190","2017-02-11 12:29:00","2017-02-11 12:29:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","5TH DIVISION","512","RESIDENCE / HOME","1000 BLOCK BAXTER AVE                                       ","LOUISVILLE","40204","1201100"
"80-17-014657","2017-02-20 18:02:02","2017-02-15 12:00:00","TBUT OR DISP FROM BUILDING < $500","THEFT/LARCENY","23D","PART I","COMPLETED","3RD DIVISION","323","RESIDENCE / HOME","8100 BLOCK TONYA CT                                         ","LOUISVILLE","40214","1201101"
"80-17-014173","2017-02-18 02:36:00","2017-02-18 02:36:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","N 19TH ST / GRIFFITHS AVE                                   ","LOUISVILLE","40203","1201102"
"80-17-014173","2017-02-18 02:36:00","2017-02-18 02:36:00","TRAF IN CONT SUBST 1ST DEG 1ST OFFENSE (>= 2 GMS METH","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","N 19TH ST / GRIFFITHS AVE                                   ","LOUISVILLE","40203","1201103"
"80-17-014596","2017-02-19 22:49:00","2017-02-19 22:49:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","1ST DIVISION","135","HIGHWAY / ROAD / ALLEY","E CHESTNUT ST / S JACKSON ST                                ","LOUISVILLE","40202","1201104"
"80-17-014404","2017-02-19 02:15:00","2017-02-19 02:15:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","3RD DIVISION","322","HIGHWAY / ROAD / ALLEY","OLMSTED DR / RUNDILL RD                                     ","LOUISVILLE","40214","1201105"
"80-17-014280","2017-02-18 15:42:00","2017-02-18 15:42:00","SEE ACCIDENT MODULE","OTHER","999","","COMPLETED","3RD DIVISION","334","HIGHWAY / ROAD / ALLEY","4500 BLOCK E PAGES LN                                       ","LOUISVILLE","40272","1201106"
"80-17-014202","2017-02-18 09:44:00","2017-02-18 09:44:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","4TH DIVISION","435","OTHER / UNKNOWN","1400 BLOCK WALTER AVE                                       ","LOUISVILLE","40215","1201107"
"80-17-014201","2017-02-18 09:43:00","2017-02-18 09:43:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","4TH DIVISION","435","OTHER / UNKNOWN","1400 BLOCK WALTER AVE                                       ","LOUISVILLE","40215","1201108"
"80-17-002549","2017-01-09 13:40:00","2017-01-09 13:40:00","RECOVERY OF STOLEN PROPERTY","OTHER","90Z","PART II","COMPLETED","1ST DIVISION","123","DEPARTMENT / DISCOUNT STORE","1200 BLOCK W BROADWAY                                       ","LOUISVILLE","40203","1201109"
"80-17-014670","2017-02-20 09:26:00","2017-02-20 09:26:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","1ST DIVISION","112","RESIDENCE / HOME","2200 BLOCK W MUHAMMAD ALI BLVD                              ","LOUISVILLE","40212","1201110"
"80-17-014668","2017-02-20 08:00:00","2017-02-20 06:00:00","CRIMINAL MISCHIEF - 1ST DEGREE","VANDALISM","290","PART II","COMPLETED","3RD DIVISION","323","AIR / BUS / TRAIN TERMINAL","6700 BLOCK ENTERPRISE DR                                    ","LOUISVILLE","40214","1201111"
"80-17-014669","2017-02-20 09:45:00","2017-02-20 05:12:00","CRIMINAL MISCHIEF - 1ST DEGREE","VANDALISM","290","PART II","COMPLETED","3RD DIVISION","323","COMMERCIAL / OFFICE BUILDING","6700 BLOCK ENTERPRISE DR                                    ","LOUISVILLE","40214","1201112"
"80-17-014667","2017-02-20 09:30:00","2017-02-20 08:00:00","ASSAULT - 4TH DEGREE (MINOR INJURY)","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","724","RESIDENCE / HOME","6000 BLOCK COOPER CHAPEL RD                                 ","LOUISVILLE","40229","1201113"
"80-17-014690","2017-02-20 09:52:00","2016-08-05 22:00:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","4TH DIVISION","411","RESIDENCE / HOME","1200 BLOCK GARVIN PL                                        ","LOUISVILLE","40203","1201114"
"80-17-014680","2017-02-20 09:59:00","2016-02-15 15:00:00","BURGLARY - 3RD DEGREE","BURGLARY","220","PART I","COMPLETED","6TH DIVISION","612","RENTAL / STORAGE FACILITY","4300 BLOCK POPLAR LEVEL RD                                  ","LOUISVILLE","40213","1201115"
"80-17-014667","2017-02-20 09:30:00","2017-02-20 08:00:00","TBUT OR DISP ALL OTHERS <  $500","THEFT/LARCENY","23H","PART I","COMPLETED","7TH DIVISION","724","RESIDENCE / HOME","6000 BLOCK COOPER CHAPEL RD                                 ","LOUISVILLE","40229","1201116"
"80-17-014693","2017-02-20 09:51:00","2017-02-20 00:01:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","3RD DIVISION","322","PARKING LOT / GARAGE","5500 BLOCK NATIONAL TPKE                                    ","LOUISVILLE","40214","1201117"
"80-17-014699","2017-02-20 22:26:13","2017-02-19 21:30:00","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","6TH DIVISION","625","PARKING LOT / GARAGE","3700 BLOCK ST MICHAEL CHURCH DR                             ","LOUISVILLE","40220","1201118"
"03-17-000499","2017-02-18 10:10:00","2017-02-18 10:10:00","TBUT OR DISP FROM BUILDING < $500","THEFT/LARCENY","23D","PART I","COMPLETED","METRO LOUISVILLE","STMA","SPECIALTY STORE (TV, FUR, ETC)","200 BLOCK N HUBBARDS LN                                     ","ST_MATTHEWS","40207","1201119"
"80-17-014527","2017-02-19 15:39:00","2017-02-19 15:39:00","ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE","ASSAULT","13A","PART I","","1ST DIVISION","111","","2400 BLOCK ST XAVIER ST                                     ","LOUISVILLE","40212","1201120"
"80-17-014520","2017-02-19 16:52:00","2017-02-19 13:12:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","ASSAULT","13B","PART II","COMPLETED","8TH DIVISION","811","RESIDENCE / HOME","11400 BLOCK WESTPORT RD                                     ","LOUISVILLE","40241","1201121"
"03-17-000500","2017-02-18 11:13:00","2017-02-18 11:13:00","TBUT OR DISP FROM BUILDING < $500","THEFT/LARCENY","23D","PART I","COMPLETED","METRO LOUISVILLE","STMC","RESIDENCE / HOME","4000 BLOCK WATERFORD CIR                                    ","ST_MATTHEWS","40207","1201122"
"80-17-014160","2017-02-18 01:07:00","2017-02-18 00:58:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","724","RESIDENCE / HOME","9600 BLOCK LANCEWOOD RD                                     ","LOUISVILLE","40229","1201123"
"80-17-014711","2017-02-20 11:25:00","2017-02-20 11:15:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","ATTEMPTED","2ND DIVISION","223","RESIDENCE / HOME","2300 BLOCK OSAGE AVE                                        ","LOUISVILLE","40210","1201124"
"80-17-014709","2017-02-20 22:48:19","2017-02-14 18:00:00","TBUT OR DISP FROM BUILDING < $500","THEFT/LARCENY","23D","PART I","COMPLETED","8TH DIVISION","823","RESIDENCE / HOME","14100 BLOCK BECKLEY TRCE                                    ","LOUISVILLE","40245","1201125"
"80-17-014133","2017-02-17 22:51:00","2017-02-17 00:03:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","1300 BLOCK LILLIAN AVE                                      ","LOUISVILLE","40208","1201126"
"80-17-014158","2017-02-18 00:34:00","2017-02-18 00:34:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY","ASSAULT","13B","PART II","","2ND DIVISION","223","","2200 BLOCK GARLAND AVE                                      ","LOUISVILLE","40211","1201127"
"80-17-014700","2017-02-20 10:43:00","2016-12-23 08:00:00","TBUT OR DISP ALL OTHERS <  $500","THEFT/LARCENY","23H","PART I","COMPLETED","5TH DIVISION","512","HIGHWAY / ROAD / ALLEY","1500 BLOCK HIGHLAND AVE                                     ","LOUISVILLE","40204","1201128"
"80-17-013854","2017-02-17 10:32:00","2017-02-17 10:32:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","123","RESIDENCE / HOME","400 BLOCK S 13TH ST                                         ","LOUISVILLE","40203","1201129"
"80-17-014681","2017-02-20 10:16:00","2017-02-17 13:50:00","HARASSMENT - PHYSICAL CONTACT - NO INJURY","ASSAULT","13B","PART II","COMPLETED","5TH DIVISION","513","SCHOOL - ELEMENTARY / SECONDARY","1700 BLOCK NORRIS PL                                        ","LOUISVILLE","40205","1201130"
"80-17-013811","2017-02-17 12:14:00","2017-02-17 07:48:00","VIOLATION OF KENTUCKY EPO/DVO","ASSAULT","90F","PART II","COMPLETED","8TH DIVISION","811","RESIDENCE / HOME","4000 BLOCK RIVEROAKS CIR                                    ","LOUISVILLE","40241","1201131"
"80-17-014708","2017-02-20 11:08:00","2016-12-16 07:00:00","FRAUD USE OF CREDIT CARD AFTER REPT LOST/STOLEN U/$10,000","FRAUD","26B","PART II","COMPLETED","5TH DIVISION","512","GROCERY / SUPERMARKET","900 BLOCK CHEROKEE RD                                       ","LOUISVILLE","40204","1201132"
"80-17-014291","2017-02-18 16:07:00","2017-02-18 16:07:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","1ST DIVISION","111","RESIDENCE / HOME","1800 BLOCK DUNCAN ST                                        ","LOUISVILLE","40203","1201133"
